killsDiff,minionsKilledDiff,wardPlacedDiff,firstBlood,heralds,dragons,teamWins
2,17,-29,blue,none,red,red
0,-27,-8,blue,none,red,blue
-1,4,-5,blue,none,none,red
4,14,1,blue,none,none,red
-4,-27,2,blue,none,red,red
2,20,-27,red,none,none,blue
-1,-4,-1,red,none,red,red
-8,-23,-10,blue,blue,none,red
1,46,40,blue,none,none,red
0,7,4,red,none,red,blue
-5,-64,23,red,none,none,red
3,8,4,blue,none,blue,red
7,8,-4,blue,red,red,blue
-5,-2,4,blue,none,red,red
2,48,8,red,none,blue,blue
-2,12,10,red,none,red,red
-4,-4,-4,red,none,none,blue
3,45,-23,blue,none,blue,blue
-6,-3,-11,blue,none,blue,red
-2,-10,-146,blue,none,blue,red
-7,-9,36,red,none,none,red
-3,7,0,red,none,red,blue
1,-7,25,blue,none,none,red
2,10,2,blue,none,blue,blue
3,11,46,red,none,blue,red
5,-58,0,red,none,blue,blue
1,-37,-1,blue,none,blue,red
-1,-33,35,red,none,blue,blue
-1,-16,-18,blue,none,none,red
-5,-46,3,blue,none,red,red
0,6,-1,red,blue,none,blue
-3,-43,-218,red,none,none,red
8,22,-63,blue,blue,blue,red
0,-19,4,red,none,blue,blue
-5,-12,18,red,blue,red,red
-5,-39,2,blue,none,red,red
8,2,-19,red,none,red,red
1,30,137,red,none,blue,red
3,-45,28,blue,red,blue,red
-1,-24,6,red,blue,none,blue
3,-20,-1,red,red,blue,red
-3,-5,0,red,red,red,red
1,26,-4,blue,none,blue,red
-1,-16,-5,blue,red,red,red
0,9,-23,red,none,red,red
4,-10,8,blue,none,none,blue
4,-36,-1,red,red,blue,blue
2,-4,-5,blue,none,red,blue
1,-43,3,blue,red,blue,blue
-4,-42,-91,red,red,red,red
-3,-29,0,blue,none,red,red
-1,26,2,blue,none,red,blue
5,33,2,red,blue,none,blue
6,-7,-38,blue,none,blue,blue
2,-8,23,red,none,red,blue
4,60,1,blue,none,blue,blue
2,32,-11,blue,none,blue,blue
-2,-38,1,red,none,none,blue
-2,-39,2,blue,none,blue,red
-1,8,-34,blue,none,red,blue
-2,-19,5,blue,none,red,red
-6,-45,23,red,none,none,red
1,20,116,blue,red,blue,red
3,46,0,blue,none,blue,blue
2,-75,4,blue,blue,blue,red
-2,-24,-35,blue,blue,red,red
2,-32,-49,blue,none,blue,red
4,20,33,blue,none,red,blue
0,-1,2,blue,none,none,red
7,18,0,blue,none,none,blue
-1,24,-16,blue,blue,blue,red
0,1,3,blue,blue,blue,blue
3,-16,2,blue,none,blue,blue
-6,-20,-4,red,blue,red,blue
-5,-47,-25,blue,none,red,red
-7,11,-3,red,blue,red,red
4,1,44,blue,none,blue,blue
-5,6,-4,red,none,red,red
1,6,9,blue,none,red,blue
6,30,5,blue,blue,blue,blue
4,65,0,blue,none,blue,blue
-8,-83,-47,blue,none,none,red
5,14,13,blue,none,none,blue
1,-22,5,blue,red,blue,blue
0,-9,-2,red,none,blue,red
2,-26,26,red,none,red,red
-8,23,19,red,red,none,red
-1,-5,27,blue,none,red,blue
-1,32,1,red,none,red,red
2,2,-1,blue,none,blue,red
-4,-16,3,red,none,none,red
2,44,-1,blue,blue,red,red
2,10,1,red,none,none,blue
2,-11,-2,red,none,blue,blue
8,1,3,blue,none,red,blue
-3,-1,-7,red,none,red,red
8,36,-15,blue,none,blue,blue
7,31,-3,blue,none,red,red
5,-1,5,blue,none,blue,red
1,23,-6,red,red,blue,blue
4,18,2,blue,none,none,red
1,-17,-2,blue,none,red,blue
-3,-36,23,red,none,red,red
4,-17,0,blue,blue,blue,red
-1,-23,17,blue,red,red,red
-4,-20,19,red,none,red,red
4,85,-18,blue,none,red,blue
-1,-21,1,red,none,blue,blue
0,-1,4,red,none,red,red
-7,-12,-1,blue,none,none,blue
-1,-53,2,blue,none,blue,blue
5,-7,1,red,none,blue,blue
1,-7,-19,blue,none,blue,red
-3,34,11,red,none,red,red
2,39,6,blue,blue,red,blue
4,34,3,red,none,blue,blue
0,-27,0,red,none,red,red
1,-14,49,blue,red,red,red
12,8,21,blue,none,blue,blue
3,-3,7,red,none,blue,blue
0,-1,-1,red,none,red,blue
4,-4,1,blue,none,blue,blue
-8,-3,-2,red,none,red,red
8,-3,19,blue,none,none,blue
1,10,-4,blue,none,blue,blue
-4,-29,34,red,none,none,red
0,-38,1,red,red,blue,red
-1,20,2,blue,none,blue,blue
8,-37,22,blue,blue,blue,blue
-1,7,20,blue,blue,red,red
-1,-37,-4,blue,blue,none,red
-6,-31,2,red,blue,red,red
1,-7,-36,blue,none,red,red
-4,-2,20,blue,red,blue,red
6,15,-16,blue,none,blue,blue
1,11,-1,blue,none,none,blue
9,25,16,blue,blue,blue,blue
-5,-4,-3,red,none,red,red
0,7,-1,blue,blue,blue,blue
5,20,-4,blue,red,red,blue
-1,19,-2,red,blue,red,blue
-1,-67,5,red,none,none,red
-7,-59,0,red,red,blue,red
5,16,-23,blue,none,none,blue
4,-14,6,red,blue,none,red
-1,0,1,red,none,red,blue
-1,-20,27,red,none,none,red
-4,-37,-30,blue,red,red,red
-11,-69,-23,red,none,none,red
5,62,-1,blue,none,blue,blue
2,7,-99,blue,red,blue,blue
-3,20,2,blue,none,none,red
1,21,-2,blue,blue,red,red
-2,11,-1,red,none,none,red
2,16,0,blue,none,none,blue
-3,-31,39,blue,none,blue,blue
-3,7,-33,red,red,blue,red
6,-43,-21,red,none,blue,blue
1,23,3,red,none,red,red
3,51,1,blue,none,none,blue
4,18,-26,red,none,red,blue
-1,-12,1,red,none,red,blue
-5,-15,2,red,red,none,blue
0,-27,1,red,none,blue,red
1,6,3,blue,none,none,blue
6,8,-4,red,none,red,blue
-3,-30,0,red,blue,red,red
-2,33,-39,blue,none,red,blue
0,-22,-3,blue,none,red,red
2,14,-6,red,none,red,blue
0,-33,107,red,blue,red,blue
-1,-8,-7,blue,blue,none,red
-4,-32,3,blue,none,none,red
2,-34,-28,red,none,red,blue
-2,-36,-4,blue,red,none,red
-4,5,-24,red,none,red,red
3,62,37,red,none,red,blue
-3,33,-27,red,none,red,red
0,12,5,red,none,red,red
3,52,0,blue,none,blue,blue
0,23,-33,blue,none,blue,red
3,30,25,blue,none,blue,blue
-1,-7,79,red,blue,red,red
-4,19,23,red,none,red,red
-7,-44,-2,blue,none,none,red
-1,-34,1,blue,red,red,red
5,16,17,blue,none,red,blue
2,-28,1,red,none,blue,red
2,8,-5,red,blue,red,blue
5,-3,66,blue,blue,blue,blue
0,-19,0,red,none,blue,red
2,35,234,blue,blue,red,blue
-3,1,-6,red,none,blue,red
-2,-58,-1,red,none,blue,red
0,-45,16,red,none,blue,red
1,11,-32,red,none,blue,red
4,14,-4,red,none,blue,blue
1,23,-47,red,blue,none,red
-1,-18,-92,red,blue,red,red
-2,-42,125,blue,none,blue,blue
7,-71,-12,blue,blue,blue,blue
5,-3,4,blue,none,blue,blue
-2,-9,-11,red,none,blue,red
-4,33,-6,red,red,red,red
2,1,1,blue,none,red,blue
1,1,7,red,none,blue,blue
-1,-53,-1,blue,none,blue,red
3,64,5,blue,none,none,blue
1,-32,-21,red,none,none,red
-1,-37,-1,red,none,red,blue
-3,44,0,blue,none,blue,blue
3,11,-148,blue,none,red,blue
0,46,7,red,none,blue,blue
-5,3,47,red,red,none,red
7,-16,4,blue,blue,red,blue
-8,-67,-2,red,none,none,red
0,-3,71,red,blue,blue,blue
-5,-35,-18,blue,red,red,red
-2,-16,-54,blue,none,blue,red
2,29,7,blue,none,blue,blue
3,-12,1,blue,blue,blue,blue
-2,56,4,red,none,blue,blue
3,-39,2,red,blue,red,blue
3,-5,-7,blue,blue,blue,blue
8,24,3,blue,none,blue,blue
0,9,7,blue,none,red,blue
0,31,1,red,none,none,blue
0,-27,-1,blue,none,red,red
2,-17,35,blue,none,blue,red
-1,0,-4,blue,none,red,blue
13,20,3,blue,none,blue,blue
-2,26,1,red,none,blue,red
3,8,0,blue,blue,blue,blue
-3,-73,1,red,blue,blue,red
3,-13,-3,blue,none,red,blue
-3,21,-44,blue,none,none,blue
16,51,22,red,none,none,blue
-3,-13,-3,blue,blue,red,red
3,-18,-6,blue,none,blue,blue
0,2,-20,blue,none,none,blue
2,18,-2,blue,blue,blue,blue
-2,9,0,red,blue,red,red
-2,43,6,red,none,blue,blue
4,16,5,blue,blue,blue,red
7,55,9,blue,blue,blue,blue
3,13,4,red,none,blue,blue
4,-11,45,blue,none,blue,blue
-1,10,-4,blue,none,red,red
4,4,-6,blue,none,red,red
-1,9,-1,blue,blue,none,red
1,12,3,blue,none,none,red
3,-30,6,blue,red,blue,red
5,45,5,blue,none,blue,blue
11,-32,6,blue,none,blue,blue
0,-27,24,red,blue,red,blue
-5,-27,-7,red,red,red,red
-3,-6,2,red,none,blue,blue
-11,-3,-7,red,none,none,red
-2,-2,2,blue,none,red,blue
-7,5,67,red,red,blue,red
4,24,-7,red,blue,blue,blue
-2,9,2,red,none,blue,blue
-5,13,-34,red,none,red,red
-2,6,1,red,red,none,red
-3,-40,4,blue,none,blue,blue
0,53,-7,blue,none,red,blue
-7,-1,0,red,none,blue,red
-1,-3,-3,blue,blue,red,blue
-1,-9,-4,red,blue,red,red
4,1,18,red,none,none,blue
-9,-29,-7,red,none,blue,red
-5,-81,5,red,red,red,red
1,-24,2,blue,none,none,blue
0,-77,-19,blue,blue,blue,red
-7,-16,1,red,red,blue,red
11,-17,1,red,none,blue,blue
-5,0,-1,blue,none,blue,red
5,-6,-11,blue,none,blue,blue
1,7,5,blue,none,red,red
-7,-15,-3,red,none,red,red
3,19,5,red,none,none,red
-4,-57,1,red,red,red,red
0,-12,8,red,red,blue,blue
8,11,-3,blue,none,red,red
-7,-26,-10,red,none,red,red
3,-9,5,blue,none,none,blue
-4,-70,-5,red,none,red,blue
-4,0,9,blue,blue,blue,blue
13,50,83,red,blue,blue,blue
-1,6,-2,red,red,blue,blue
3,10,69,blue,none,blue,red
-3,-14,-2,blue,none,none,red
-2,-40,-2,red,red,red,red
6,-19,6,red,none,blue,blue
-2,-9,0,red,blue,red,red
-1,6,4,red,none,red,red
-6,-25,6,red,none,red,red
-6,68,6,blue,red,red,red
0,-2,-1,red,blue,none,blue
-3,63,-43,blue,red,red,blue
5,-33,30,blue,red,blue,blue
3,12,-28,blue,red,none,red
0,-3,10,red,none,red,red
3,24,-1,red,none,blue,blue
-2,2,-4,red,blue,red,blue
-8,-4,-10,red,none,none,red
4,68,-1,blue,blue,none,blue
4,-23,4,red,none,blue,red
1,4,4,blue,red,red,red
2,30,-64,blue,none,red,blue
3,2,0,red,none,none,red
0,22,0,red,none,blue,red
-4,-26,25,red,none,red,red
-4,-39,-2,red,none,red,red
9,5,6,blue,blue,blue,blue
-5,17,-44,blue,none,none,blue
2,37,33,blue,none,red,blue
-3,11,-1,blue,none,red,blue
-7,-61,25,red,none,red,red
9,12,2,blue,none,blue,blue
2,-24,2,red,none,none,red
5,35,21,blue,blue,none,blue
-4,-20,7,red,red,blue,red
-6,-12,1,red,red,red,red
-3,9,8,blue,red,blue,red
-4,-34,-22,red,none,none,red
1,28,-11,blue,none,red,blue
9,27,5,blue,none,blue,blue
-3,-22,-29,blue,none,none,red
1,-6,1,red,none,none,blue
0,19,0,blue,red,blue,blue
1,-10,-5,red,none,none,red
3,26,5,blue,blue,blue,blue
2,15,4,red,none,blue,blue
0,32,8,red,none,red,blue
-3,-11,-21,blue,red,none,red
2,-14,-3,blue,none,blue,blue
-4,3,4,blue,none,blue,blue
-4,-7,5,red,none,red,blue
-1,5,9,red,blue,none,red
-2,-42,-4,blue,red,red,red
7,63,1,blue,none,blue,red
-1,-13,-27,blue,none,red,blue
-10,-54,37,red,none,red,blue
2,10,4,blue,blue,red,red
-8,-6,26,red,none,red,red
-2,34,-1,blue,none,blue,blue
2,-34,5,blue,none,blue,blue
-6,-32,20,red,none,red,blue
7,21,-5,blue,none,blue,blue
-2,36,2,red,none,none,blue
-2,-39,1,blue,none,red,red
-2,-60,0,red,blue,red,red
1,22,2,red,none,blue,red
2,28,8,red,blue,blue,blue
-6,-31,27,red,none,none,red
-3,-15,13,blue,red,blue,blue
7,51,-2,red,none,red,blue
-13,12,2,blue,none,red,red
-4,-3,-6,blue,none,red,blue
2,27,1,blue,red,none,blue
0,20,2,blue,none,red,red
2,-32,-2,red,none,blue,red
-1,34,1,blue,blue,red,blue
-2,-49,4,red,none,red,red
9,2,2,blue,none,none,blue
1,-24,58,blue,none,red,red
-7,42,16,blue,red,blue,red
2,38,7,blue,blue,blue,red
2,12,-47,blue,blue,red,blue
4,29,-23,red,red,blue,red
2,-21,28,red,blue,blue,blue
-2,-37,3,blue,none,blue,blue
-1,-33,-10,red,none,red,blue
-2,-20,15,red,blue,red,blue
-1,10,-20,blue,none,red,red
-2,-17,-1,blue,red,red,red
0,6,1,blue,blue,red,red
3,3,10,blue,blue,blue,blue
2,19,-2,blue,blue,blue,blue
-8,-52,-1,blue,red,red,blue
2,-28,-2,red,none,red,red
-7,-24,-6,red,red,red,blue
2,40,17,blue,none,blue,blue
-9,-8,3,blue,none,none,red
7,36,2,blue,blue,blue,blue
-4,-39,-3,red,none,blue,red
0,-14,-24,blue,none,red,blue
6,8,2,blue,blue,red,blue
-3,-5,-5,red,none,red,red
-4,-3,-37,red,none,red,red
2,-14,6,blue,red,red,red
-9,-8,-70,red,none,none,red
4,-8,4,blue,none,blue,blue
-4,11,-1,blue,red,red,red
5,8,-39,blue,none,blue,blue
2,-46,-7,blue,none,none,blue
-2,-36,27,red,none,red,red
3,11,-2,red,none,blue,blue
3,-42,-2,blue,none,none,blue
6,29,28,blue,blue,red,blue
4,-45,39,blue,none,red,blue
0,-11,1,blue,red,blue,blue
-4,-16,7,red,red,blue,red
-9,-22,2,red,none,red,red
-4,-8,-4,red,red,red,red
-3,32,-32,blue,none,red,red
-4,19,-5,red,none,red,red
6,13,1,red,none,blue,blue
-1,-33,1,blue,red,blue,red
11,56,-1,blue,red,blue,blue
-4,-45,3,red,blue,blue,red
-6,-30,17,red,red,blue,red
2,34,2,blue,none,red,red
-8,-24,-23,blue,none,red,red
6,15,4,blue,none,blue,blue
3,-7,1,blue,red,none,blue
0,51,0,red,blue,blue,blue
-7,-55,-20,blue,none,red,blue
1,76,-21,blue,none,red,blue
2,7,-51,blue,blue,blue,red
-5,0,-60,red,none,red,red
1,-1,-3,blue,none,blue,blue
-7,-77,-8,blue,none,red,red
-3,-11,0,red,none,red,blue
0,-29,0,blue,red,blue,blue
-2,24,-26,blue,none,red,blue
-1,50,-6,red,blue,red,blue
2,10,-32,blue,none,none,blue
0,-23,-10,blue,red,none,blue
-4,-35,-3,red,none,red,red
-9,-75,-5,red,none,red,red
2,-31,-2,blue,red,blue,red
-3,-43,-1,red,none,none,blue
6,59,-1,red,none,red,blue
6,41,4,blue,none,blue,blue
9,-30,32,blue,none,none,blue
-5,25,-1,red,red,blue,red
0,32,1,blue,none,blue,red
5,-17,-19,blue,red,red,red
2,-56,22,red,blue,blue,red
-4,18,128,red,none,blue,red
1,17,0,red,red,blue,blue
-7,13,-6,red,none,none,red
-9,-58,5,red,red,blue,blue
-3,12,1,red,blue,red,blue
8,10,79,red,none,none,blue
-1,-5,2,blue,red,blue,red
-3,1,-3,red,blue,red,red
2,41,1,blue,none,blue,blue
3,70,-3,red,none,red,red
0,21,0,red,blue,blue,blue
3,51,5,blue,none,blue,blue
1,31,-12,blue,none,red,blue
-2,-6,0,red,none,red,red
-4,-3,1,blue,none,red,red
-2,-56,-121,red,none,red,red
0,17,-5,red,blue,red,red
2,19,-1,blue,blue,red,blue
-2,33,-3,blue,none,red,red
0,5,-23,blue,none,blue,blue
-3,77,-25,red,blue,none,blue
-5,-6,-42,blue,none,red,red
1,-20,-3,blue,none,blue,blue
0,18,-44,blue,none,red,blue
-8,1,0,red,none,red,red
5,53,-2,blue,none,red,blue
-2,-39,-2,red,red,blue,blue
14,99,-1,blue,blue,blue,blue
-5,-16,-24,red,red,red,red
-3,30,-36,red,red,blue,red
0,22,0,red,red,red,blue
-1,-10,-28,red,none,blue,red
3,-15,16,blue,blue,blue,blue
-2,3,-1,blue,none,red,red
3,48,2,red,none,blue,red
-2,-18,-2,blue,none,blue,red
1,-30,65,red,none,none,blue
4,55,5,blue,none,blue,blue
7,39,0,blue,blue,none,blue
2,43,-5,blue,none,red,blue
0,-4,4,red,none,red,red
4,-11,1,red,none,red,blue
-2,-26,158,red,none,none,blue
2,-18,-4,blue,none,blue,blue
8,24,0,blue,red,red,blue
6,14,26,blue,blue,blue,red
1,37,0,blue,red,red,red
-2,-26,-1,red,none,blue,red
2,33,3,blue,none,blue,red
-5,-45,-5,blue,none,red,red
-1,-55,3,red,blue,none,blue
5,37,1,red,blue,red,blue
-7,-20,14,red,red,red,red
7,54,1,blue,none,blue,blue
3,-61,7,blue,blue,blue,blue
6,61,-1,blue,none,red,blue
2,26,-6,blue,blue,blue,blue
-3,21,-15,red,blue,red,blue
4,-7,-4,blue,blue,blue,blue
-9,2,-73,red,red,none,red
3,-23,35,blue,blue,red,blue
0,-21,1,blue,none,none,red
4,21,4,red,red,red,blue
1,14,41,red,none,red,blue
9,15,4,blue,none,red,red
6,54,8,blue,red,blue,blue
-1,-12,-3,red,red,red,red
8,15,-1,red,blue,red,blue
-1,-9,1,blue,none,blue,blue
3,43,78,blue,none,blue,red
-4,-16,-12,red,none,none,blue
-1,-6,5,red,none,red,blue
-3,33,8,red,none,none,blue
2,3,-4,red,none,red,blue
2,6,-32,red,red,red,red
-3,5,2,red,red,none,red
4,29,38,blue,blue,none,blue
-1,17,3,blue,none,none,blue
0,-9,98,blue,none,none,blue
-1,-15,-3,red,none,red,blue
2,58,-1,blue,none,red,blue
1,-19,-2,blue,blue,blue,red
0,0,2,red,red,red,blue
-1,-39,-4,red,blue,red,red
-1,19,-4,blue,none,blue,blue
2,31,-4,blue,none,blue,blue
4,2,34,blue,blue,blue,red
1,21,1,red,red,blue,red
-8,-16,-3,red,red,red,red
-4,-15,-1,blue,none,red,blue
10,18,3,blue,none,red,blue
-1,6,-2,blue,blue,red,red
3,1,-3,red,none,red,blue
-1,-26,1,red,red,none,blue
4,30,4,blue,none,red,blue
-7,-23,70,red,none,red,red
9,-5,0,blue,blue,none,blue
2,51,-1,red,none,red,blue
9,51,-3,blue,blue,blue,red
6,44,20,blue,none,none,blue
-5,-38,-2,red,blue,red,blue
3,26,-32,blue,blue,red,blue
5,22,-1,blue,blue,red,blue
2,10,0,red,blue,red,blue
0,15,-6,blue,none,red,red
-8,-31,-11,red,red,red,red
-1,-3,-1,blue,none,blue,red
2,3,25,blue,none,blue,blue
-4,-22,3,red,none,red,red
-1,-50,0,blue,red,none,blue
-1,24,35,red,blue,red,red
2,66,-50,blue,none,blue,blue
0,-23,-3,red,none,red,red
-2,-3,-111,red,none,blue,blue
-6,14,37,red,none,blue,blue
-5,-32,-22,blue,red,red,red
5,34,-4,blue,blue,red,blue
-4,-16,-2,red,none,none,red
7,24,2,blue,blue,none,blue
3,-2,29,blue,none,red,red
-1,-56,2,red,red,red,red
-5,-27,2,blue,none,red,red
-7,-10,30,red,blue,red,blue
9,37,1,blue,none,blue,blue
1,-30,2,blue,blue,blue,blue
-3,27,-1,red,none,blue,blue
-4,-4,0,blue,none,red,red
-3,-6,-3,red,none,none,red
4,-3,1,red,blue,blue,blue
4,5,4,blue,blue,blue,blue
4,-2,0,blue,red,blue,blue
-4,7,-5,blue,none,blue,red
-5,-2,3,red,red,red,red
5,-7,-2,red,none,blue,blue
3,7,17,blue,none,none,blue
3,-20,6,red,blue,none,blue
-2,-14,-40,red,none,blue,red
-13,-90,-24,red,blue,red,red
1,3,2,red,none,blue,blue
-1,3,2,blue,blue,blue,red
-2,5,-22,blue,none,red,blue
-3,-24,26,red,none,blue,blue
0,27,-4,red,none,red,blue
-2,11,-5,blue,none,blue,blue
-9,-14,1,red,none,red,red
-5,-38,-3,red,blue,red,red
2,19,1,red,red,blue,blue
6,28,1,blue,blue,red,blue
-1,-14,1,blue,none,blue,red
5,26,38,blue,none,blue,blue
-4,55,-22,red,none,blue,red
11,-17,7,blue,blue,blue,blue
-1,34,-14,blue,none,none,blue
-3,-5,-7,red,blue,red,red
4,-35,0,red,none,none,blue
-1,17,43,red,none,red,red
1,-15,47,blue,none,red,red
4,-4,4,red,none,none,blue
1,-20,25,red,red,blue,red
2,27,-25,blue,none,blue,blue
3,7,30,red,none,red,blue
3,20,-4,blue,none,red,red
-5,-76,-3,red,red,red,red
-4,15,19,blue,none,red,red
-1,36,4,blue,blue,blue,blue
3,-24,-23,blue,blue,red,blue
-5,22,15,red,none,red,red
0,11,-4,blue,red,red,red
1,27,-12,red,none,blue,red
0,27,65,red,red,blue,red
1,-20,21,red,none,blue,blue
7,13,0,blue,red,blue,red
10,47,-22,blue,blue,none,blue
7,32,-3,blue,blue,none,blue
-6,5,100,red,none,none,red
11,0,-3,blue,blue,red,blue
2,42,14,blue,none,blue,blue
2,3,-21,blue,none,none,red
-2,-19,-3,red,blue,red,red
3,9,-68,blue,none,blue,blue
0,-45,28,red,none,red,blue
3,65,-3,red,none,none,blue
1,58,-20,blue,none,none,blue
-9,-30,-28,red,none,red,red
7,38,-2,blue,none,red,blue
3,22,1,blue,none,blue,red
5,54,11,blue,blue,blue,blue
7,22,6,blue,blue,blue,blue
1,-4,9,blue,none,blue,blue
0,-18,24,red,none,red,blue
-2,-36,-15,red,none,none,red
-4,-39,4,blue,none,red,blue
7,-4,-36,blue,none,blue,blue
5,-33,-1,blue,none,blue,blue
-6,11,1,red,none,none,red
-1,-37,-2,red,blue,red,red
-2,-56,20,blue,red,blue,red
-4,-7,-55,red,none,red,red
-6,-12,2,red,none,none,red
-7,-19,1,blue,none,none,red
4,40,-21,blue,blue,none,blue
-1,-15,4,blue,none,none,blue
1,44,3,blue,none,none,blue
-1,14,17,red,blue,red,red
-6,-15,-4,blue,none,blue,blue
-4,-41,-4,red,red,blue,red
6,19,0,blue,none,blue,blue
13,88,5,blue,none,blue,blue
-2,-18,-4,blue,none,red,blue
-2,-14,-7,red,red,red,red
-1,37,34,blue,none,red,blue
0,-51,-9,red,red,blue,red
2,-1,-6,blue,none,red,blue
3,6,22,blue,none,none,red
5,38,-25,blue,none,none,red
7,-21,-5,blue,none,blue,blue
-2,7,-30,red,none,red,red
-9,11,-35,red,blue,none,blue
-8,-34,-26,red,blue,red,red
-5,-49,-1,blue,blue,blue,blue
12,42,14,blue,blue,blue,blue
-4,-6,-17,red,none,red,red
1,39,47,red,blue,red,blue
-7,-27,-1,red,blue,blue,red
-3,12,0,red,red,blue,blue
6,39,7,blue,none,blue,blue
3,117,-1,blue,blue,blue,blue
-10,-46,17,red,red,red,red
1,-25,1,blue,none,blue,red
-8,-12,2,red,none,none,red
-3,-30,43,red,none,red,blue
-2,15,-4,red,none,red,red
3,-25,0,blue,none,blue,red
4,6,8,blue,none,red,red
-3,4,1,red,none,none,red
-1,-32,4,blue,none,none,red
-7,-32,2,red,red,red,red
-5,7,-16,red,none,red,red
-3,-65,15,red,none,blue,red
-5,-16,-28,blue,none,none,blue
-2,-11,26,red,none,red,blue
10,103,-4,blue,blue,blue,blue
1,6,22,blue,none,none,blue
3,11,-16,blue,none,blue,blue
-1,-12,10,red,none,none,red
2,-4,-24,blue,none,none,red
2,3,103,red,none,none,blue
-7,-13,-2,red,none,blue,red
0,38,4,blue,red,none,blue
1,22,2,blue,none,none,blue
4,34,4,red,none,blue,blue
-2,18,12,red,none,red,blue
-3,-8,21,blue,blue,red,red
4,-2,-8,blue,none,none,blue
5,37,-22,red,none,red,blue
-1,-13,49,blue,none,red,red
1,-3,0,blue,blue,red,blue
-6,-6,-1,red,none,red,red
6,28,4,blue,none,blue,blue
1,-1,-34,red,red,blue,blue
2,-5,-6,blue,blue,red,blue
4,-13,7,red,none,blue,red
0,24,1,red,none,none,blue
0,-6,3,blue,none,blue,red
4,39,-1,red,none,red,blue
-1,34,-3,blue,red,none,red
-11,-4,1,red,red,blue,red
0,31,2,blue,none,red,blue
1,35,-1,blue,blue,red,blue
-2,-17,5,blue,red,red,red
-6,-55,35,red,none,red,red
3,30,-12,red,none,none,red
2,-4,3,blue,none,none,red
2,35,-71,red,blue,red,blue
-4,-46,-27,blue,none,blue,red
-1,-1,-5,blue,red,blue,red
1,26,-36,blue,none,blue,blue
5,50,-4,red,none,blue,blue
2,16,3,red,red,none,blue
2,42,-3,blue,none,red,blue
4,0,28,red,none,blue,blue
-1,-13,21,red,blue,none,blue
-6,-43,-2,blue,none,blue,red
-1,9,-3,red,none,blue,blue
-5,-71,-9,red,red,blue,red
1,-32,2,red,red,none,red
3,-26,23,blue,none,none,blue
2,27,4,blue,blue,blue,blue
4,10,3,blue,red,red,blue
10,78,-1,blue,none,blue,blue
-2,1,3,blue,none,none,blue
7,40,-2,blue,blue,blue,blue
-4,-8,1,red,red,none,red
-3,-14,-1,red,none,none,blue
-4,-29,0,red,red,red,red
3,18,-1,blue,none,blue,red
1,-23,2,red,none,blue,red
1,-10,-15,blue,none,red,red
1,-13,-7,red,red,red,red
-3,2,3,blue,blue,red,red
2,-6,2,red,none,blue,blue
-7,-16,0,red,none,none,red
-4,42,-5,red,red,red,blue
6,-39,3,blue,none,blue,red
7,7,7,blue,none,blue,blue
-3,-57,18,red,none,none,red
-2,5,18,red,blue,blue,blue
2,-4,-1,red,none,red,red
0,23,-4,blue,blue,blue,blue
4,-6,25,red,none,blue,blue
6,43,-2,blue,none,blue,blue
5,0,-17,red,none,none,blue
6,52,8,blue,red,red,blue
6,-17,13,blue,none,blue,blue
3,35,-1,red,none,red,blue
-2,-51,-1,blue,none,red,red
2,42,-23,blue,red,red,red
2,6,-2,red,none,blue,blue
1,-32,-24,red,red,blue,blue
4,-10,52,red,none,blue,blue
-1,63,0,red,none,blue,red
-1,17,0,red,none,red,red
-2,-28,9,blue,none,red,blue
2,-73,-1,blue,none,none,blue
-3,27,2,red,red,red,red
-2,-13,-1,blue,none,red,red
3,-5,-70,red,none,none,blue
-3,1,-3,blue,red,none,red
-4,-25,-34,blue,none,blue,red
-3,17,-25,red,blue,red,red
1,-26,2,red,none,none,blue
1,-11,0,blue,none,none,red
3,-39,22,blue,red,blue,blue
3,-3,-12,blue,none,blue,red
-3,21,-1,blue,none,red,red
2,41,-2,blue,blue,blue,blue
2,26,2,red,blue,red,red
0,17,-2,red,none,none,red
5,0,3,blue,blue,blue,blue
4,19,-7,blue,none,blue,blue
-8,-30,23,blue,red,none,red
0,-41,-19,red,none,red,blue
-4,-24,-3,red,none,red,red
7,-25,3,red,none,blue,blue
-2,-51,-2,blue,none,blue,red
0,9,-2,red,blue,red,blue
-3,-23,-24,red,blue,red,red
-4,-20,5,blue,none,red,red
6,45,1,red,none,red,blue
-6,-19,33,red,none,blue,blue
2,-38,-19,blue,none,blue,blue
2,-6,-14,blue,red,red,blue
7,39,6,red,none,blue,blue
6,33,1,blue,none,blue,blue
-4,-48,-3,blue,none,red,red
1,30,7,blue,blue,red,blue
10,58,3,red,none,blue,blue
2,37,-10,red,none,red,blue
2,41,-3,blue,red,blue,blue
2,-3,-9,blue,none,blue,blue
9,52,29,blue,none,red,blue
0,-37,6,blue,none,red,red
1,-46,-8,blue,none,none,blue
4,-14,3,blue,red,none,blue
6,-20,2,red,none,blue,blue
1,-44,-5,blue,none,blue,red
2,33,-38,blue,none,red,blue
-2,-18,-6,red,none,red,red
3,61,46,blue,none,blue,blue
0,-14,23,blue,red,red,blue
-4,-24,-6,red,none,blue,blue
-2,2,4,red,none,red,red
-3,-30,2,red,none,none,red
3,22,2,red,none,blue,blue
4,-5,1,red,none,red,blue
-4,-7,-3,red,none,red,red
6,50,-143,blue,none,none,red
